paragraph	label
@gm$ Erysipelothrix rhusiopathiae @/gm$ causes @di$ erysipelas @/di$ in swine and is considered a reemerging disease contributing substantially to economic losses in the swine industry. Since an attenuated live vaccine was commercialized in 1974 in Japan, outbreaks of acute septicemia or subacute urticaria of @di$ erysipelas @/di$ have decreased dramatically. In contrast, a chronic form of @di$ erysipelas @/di$ found during meat inspections in slaughterhouses has been increasing.	1
@gm$ Erysipelothrix rhusiopathiae @/gm$ septicemia, associated with an increased mortality of captive psittacines in a mixed-species aviary, was diagnosed by histopathology, Gram staining, bacterial culture and sequencing, immunohistochemistry, and real-time polymerase chain reaction (PCR). Over a period of 23 days with no premonitory signs, 2 rainbow lorikeets and an eclectus parrot died. Of these birds, one lorikeet and the eclectus were submitted for necropsy. The main pathologic findings were thrombosis (2/2), bacterial embolism/thromboembolism (2/2), necrotizing hepatitis (2/2), necrohemorrhagic myocarditis (1/2), fibrinohemorrhagic and heterophilic visceral coelomitis (1/2), submandibular necrosuppurative dermatitis with necrotizing @di$ vasculitis @/di$ and bacterial and fungal thromboembolism (1/2), and locally extensive rhabdomyonecrosis with bacterial embolism (1/2). Intralesional bacteria were positive by Gram staining and immunohistochemistry in both cases. @gm$ E. rhusiopathiae @/gm$ was isolated by routine bacterial culture from the liver of the lorikeet, which was also positive by real-time PCR.	1
@gm$ Fusobacterium nucleatum @/gm$, Rothia mucilaginosa, Streptococcus australis, and Lachnospiraceae bacterium oral taxon 096 were positive in DCHD vs. CHD, DCHD vs. @di$ DM @/di$, and CHD vs. NM but negative in @di$ DM @/di$ vs. NM (Fig. 2C). These species can serve as a distinctive microbial consortium associated with DCHD, and the presence of diabetes can further affect these microbiota (Fig. 2E). The abundance of @gm$ Fusobacterium nucleatum @/gm$ increased in the oral cavity of patients with DCHD, while the abundance of R.	1
@gm$ Fusobacterium nucleatum @/gm$, an anaerobic Gram-negative bacterium, located in the intermediate layers of mature subgingival biofilms, is associated with periodontitis and colorectal cancer. Histological studies have revealed that macrophages induced by @gm$ F. nucleatum @/gm$ aggravate the progression of @di$ colitis @/di$ and are also related with complications of pregnancy, the synthesis of LPS being important to be considered among its pathogenicity factors. Furthermore, it has been observed that @gm$ F. nucleatum @/gm$ shows a synergy with the presence of P. gingivalis favoring the loss of alveolar bone. Both microorganisms increased the gene expression of TLR2 and TLR4. However, when analyzing the relationship between periodontitis and arthritis in mice, in which a mixture of P. gingivalis, @gm$ F. nucleatum @/gm$ and Actinobacillus actinomycetemcomintans was inoculated, less loss of alveolar bone was observed than when mice were inoculated with P. gingivalis alone, and oral inoculation with @gm$ F. nucleatum @/gm$ or A.	1
@gm$ Gardnerella vaginalis @/gm$ and Atopobium vaginae are especially known to be associated with BV. Although BV is a benign pathology, we report a septic shock caused by @gm$ Gardnerella vaginalis @/gm$ and Atopobium vaginae after a total hysterectomy with adnexectomy due to @di$ leiomyosarcoma @/di$.	0
@gm$ Gardnerella vaginalis @/gm$ is an anaerobic, gram-variable bacterium primarily found in vaginal microflora of women. Previous reports of @gm$ G. vaginalis @/gm$ cultured in men are few and have primarily been limited to the gastrointestinal and genitourinary tract.2-4 Few reports of @gm$ G. vaginalis @/gm$ causing severe infections have been reported in the literature, including septicemia7 and two cases of @di$ perinephric abscess.8,9 @/di$ There has been one previously reported case of @gm$ G. vaginalis @/gm$ causing pulmonary complications that occurred in a male alcohol abuser. In our case review, we aim to demonstrate an unusual source of a pulmonary infection and highlight the importance of proper microbial isolation to guide treatment. Our patient is a young male who presented following multiple gunshot wounds including one to his head causing an intracranial hemorrhage, hydrocephalus, and a dural sinus thrombosis. His hospital course was complicated by a decline in neurological status treated with a craniotomy and external drain placement and multiple pulmonary infections. During his fever work-ups, he found to have @gm$ G. vaginalis @/gm$ on mini-bronchoalveolar lavage and was subsequently treated with metronidazole. After treating his G. vaginalis pneumonia and other infectious sources, namely Haemaphilus influenzae and coagulase-negative staphylococcus pneumonias, his fevers and leukocytosis resolved and he was successfully discharged to a rehabilitation facility for neurologic recovery. To our knowledge, this is the second reported case of @gm$ G. vaginalis @/gm$ isolated from a pulmonary culture and the first in a previously healthy, immunocompetent young male outside of the urinary tract.	1
@gm$ Haemophilus parainfluenzae @/gm$, which belongs to the HACEK (Haemophilus ssp, Actinobacillus actinomycetemcomitans, Cardiobacterium hominis, Eikenella corrodens, and Kingella kingae) group, is a rare cause of subacute endocarditis and may lead to ischemic stroke. A 65-year-old female patient previously diagnosed with rheumatic valve disease was submitted to surgical mitral valve repair in 1996. Physical examination did not reveal any murmurs; physical examination of the lungs and abdomen was normal. The patient was admitted to hospital with progressive dyspnea, dry cough, and fever. Transesophageal echocardiogram revealed an approximately 8-mm filamentous image with chaotic motion in the ventricular face of the anterior mitral valve leaflet compatible with vegetation. Treatment with ceftriaxone and gentamicin was initiated. @gm$ Haemophilus parainfluenzae @/gm$ grew in five blood culture samples. Along the hospital stay, the patient's level of consciousness decreased, and she was diagnosed with ischemic stroke of cardioembolic etiology. The patient developed @di$ septic shock @/di$ refractory to the prescribed treatment and died 12 days after admission. Even though the patient started being treated for endocarditis before the infectious agent was identified, the prompt use of antimicrobials hindered the growth of @gm$ Haemophilus parainfluenzae @/gm$ and made its isolation difficult.	1
@gm$ L. gasseri @/gm$ also has probiotic characteristics. Based on the results of other studies, it can be inferred that the changes in intestinal microbiota might be because of E. faecium, which is commonly used as a probiotic. E. faecium could significantly reduce the number of Clostridium spp. in feces as a result of oral feeding to 12 healthy house dogs. In another study, @di$ diarrhea @/di$ was significantly reduced in cats living in animal shelters by feeding E.	2
@gm$ L. johnsonii @/gm$ may be biologically active after heat treatment, although knowledge of the molecular mechanisms is lacking. Joo et al. observed that macrophages treated with LPS in the presence of HI-@gm$ L. johnsonii @/gm$ significantly decrease the productions of IL-6, IL-1beta, and TNF-alpha compared with LPS alone. Additionally, another report showed that heat killed @gm$ Lactobacillus @/gm$ paracacei KW3110 induces dectin-2 gene expression in macrophages and activates macrophages to produce IL-10, which may be related to the characteristic carbohydrate chain of L.actobacillus paracacei KW3110. Oral administration of HI-@gm$ L. johnsonii @/gm$ significantly inhibits the production of IL-1beta and TNF-alpha, and increases the production of IL-10 and CD206 in 2,3,6-trinitrobenzenesulfonic acid-induced @di$ colitis @/di$ mice by suppressing LPS-induced nuclear factor kappa-B activation. In our study, we found HI-@gm$ L. johnsonii @/gm$ treatment also significantly decreased the proportions of total macrophages and increased the proportions IL-10+ M2 macrophages in the liver. However, relatively little research has focused on @gm$ L. johnsonii @/gm$ cell membrane. We reason the cell surface architecture of @gm$ L. johnsonii @/gm$ may mediate toll-like receptor 2-dependent extracellular regulated protein kinases activation to alleviate SILI and regulate macrophages response. Further study will address whether the specific structure of @gm$ L. johnsonii @/gm$ cell membrane is potentially therapeutically useful for sepsis and whether the immune response is associated with this effect.	2
@gm$ L. lactis @/gm$ is a catalase-negative gram-positive bacterium that is used in the dairy industry as a starter in cheese fermentation. Because it rarely causes infectious disease in humans, there are only a few reports of @gm$ Lactococcus @/gm$-associated infection in immunocompromised hosts, such as patients with native valve endocarditis, osteomyelitis, @di$ spondylitis @/di$, and liver abscess. In addition, to date, only 4 cases of @gm$ Lactococcus @/gm$-associated PD peritonitis have been reported: L. cremoris-associated PD peritonitis in Belgium, @gm$ L. lactis @/gm$ in Turkey, L. cremoris in Canada, and L. garvieae in Taiwan. In Korea, consumption of dairy products has increased recently reflecting rising incomes and Westernized diets; therefore, there may be an increased risk of @gm$ Lactococcus @/gm$-associated infectious disease, especially in immune-deficient patients. In our case, the patient frequently ate and handled butter without washing his hands before dressing his exit site and handling the peritoneal dialysate. Therefore, contamination during exchange was a possible route of infection. Owing to the presence of both gram-negative and gram-positive organisms in this case, we also considered intra-abdominal disease and transluminal contamination. Although the abdominal computed tomography scan showed no obvious causes of the intra-abdominal lesions except peritonitis, invisible lesions such as micro-perforations are a possible source of transmission, because @gm$ Lactococcus @/gm$, along with other Enterobacteriaceae, are part of the normal gastrointestinal tract flora.	1
"@gm$ Lactobacillus @/gm$ bacteria are widely known for their beneficial health effects and their use as probiotics. Despite several studies reporting a higher abundance of @gm$ Lactobacillus @/gm$ to be associated with diverse positive factors like sleep and self-judgment, no direct correlation of @gm$ Lactobacillus @/gm$ abundance and affective disorder could be identified. Family Streptococcaceae and genus Streptococcus showed a positive correlation with @di$ depression @/di$ and lower quality of life scores. For example, beta-hemolytic Streptococcus Group A infections are known to potentially cause Pediatric Autoimmune Neuropsychiatric Disorders (Associated with Streptococcal Infections, ""PANDAS""), which are associated with alterations in the gut microbiome and the nervous system. Although not fully understood, it demonstrates that Streptococcus infections can lead to an autoimmune response, severe brain alterations, disturbed neurotransmitters, and can cause psychiatric symptoms like obsessive-compulsive disorder, tics, anxiety, and sometimes even @di$ depression @/di$. Of the included studies, four reported an elevation of Streptococcaceae (or OTUs within this family) and Streptococcus in MDD and BD. Additionally, investigating a large cohort, Valles-Colomer et al. found a negative association between Streptococcus and body pain, but no direct association with @di$ depression @/di$, maybe due to the cohort representing the general population and not being limited to specifically MDD or BD subjects."	0
@gm$ Lactobacillus @/gm$ is acidogenic bacteria that cause @di$ dental caries @/di$. Children and adults suffer from pain, structural damage to their teeth, and eventual tooth loss due to the loss of mineralized tissues. @gm$ Lactobacillus @/gm$ is the most common bacteria that cause periodontal diseases and cause inflammation, and infection. An arsenal of redox potentials is found in plant extracts. NPs with defined sizes can be produced by biogenic synthesis using phytochemical compounds as stabilizers. Propolis is used in traditional medicine for its biological properties. The antioxidative, anti-inflammatory, and antibacterial properties of propolis are noteworthy. Propolis exhibits antiproliferative and antitumor properties in vitro and in vivo. It depends on the region, climate, and extraction season. Because propolis contains polyphenolic acids, flavonoids, and terpenoids, it can produce gold NPs. The cost of manufacturing metallic NPs can be reduced by capping and reducing metallic NPs with biological components. Since they do not require excessive pressure or energy, they are environmentally friendly and energy-efficient. NPs can be manufactured from medicinal plants. Allium sativum, Aleo vera, and Punica granatum have been used to synthesize copper NPs. This research aimed to synthesize the CuO NPs using propolis extracts and evaluate their antibacterial and cytotoxicity on @gm$ Lactobacillus acidophilus @/gm$ and HEK-293 cells, respectively.	1
@gm$ Lactococcus lactis @/gm$ is a homofermentative Gram-positive bacterium used as a starter culture in a wide variety of fermented food products. Its small genome size, the availability of tightly regulated promoter systems, mild proteolytic activity and generally-regarded-as-safe status make it an ideal host for the production, secretion and delivery of peptides directly to the intestine. Recombinant interleukin 10-producing @gm$ L. lactis @/gm$ has been shown to protect against @di$ colitis @/di$ in mouse models and is now being tested in a phase 2a clinical trial in patients with Crohn's disease, indicating the potential of recombinant bacterial strains in the treatment of human disease.	2
@gm$ Lactococcus raffinolactis @/gm$ and its other members belong to the family Streptococcaceae, and they are used in different industries for meat preservation, starters, and flavoring purposes. There are many studies on the isolation and antimicrobial features of probiotic bacteria such as Lactobacillus and Lactococcus. However, few studies correlate the probiotic effect on neurological inflammation. Therefore, this study aims to focus on the probiotic potential of @gm$ Lactococcus raffinolactis @/gm$ and its role in the modulation of neuroinflammation. It has recently been reported that Lactococcus lactis displayed a significant positive impact in an LPS-induced depression-like model in mice, alleviated depressive and @di$ anxiety @/di$ symptoms in mice, attenuated acute psychological stress in healthy Japanese men, and prevented the migration of cells into the spinal cord in experimental autoimmune encephalomyelitis.	2
@gm$ Legionella @/gm$ is a well-known cause of @di$ pneumonia @/di$. Extrapulmonary manifestations of Legionnaires' disease include myocarditis, neurological involvement (acute disseminated encephalomyelitis), and multiorgan failure. Legionnaires' disease has been reported together with several types of skin lesions such as maculopapular rash, petechial rash, erythema with focal blister, cellulitis, pustules, abscesses, and subcutaneous masses. Various species of @gm$ Legionella @/gm$, including L. pneumophila, L. micdadei, L. cincinnatiensis, L. maceachernii, and L. feeleii, cause skin/soft tissue infection, mostly among immunocompromised patients with @di$ pneumonia @/di$. Primary cutaneous infection is a rare distinctive feature of direct inoculation of @gm$ Legionella @/gm$ into skin and soft tissue, which occurs as cellulitis necrotizing fasciitis, as a postoperative complication. The diagnosis of legionellosis can be challenging in the absence of @di$ pneumonia @/di$. To the best of our knowledge, this is the first description of panniculitis due to @gm$ Legionella @/gm$.	1
@gm$ Legionella pneumophila @/gm$ is a Gram-negative bacterium found in natural and man-made water systems where it replicates within amoebas and ciliates. In humans, once inside the lungs, @gm$ L. pneumophila @/gm$ replicates in alveolar macrophages and causes Legionnaires' disease, a severe @di$ pneumonia @/di$. The Icm/Dot type IVb secretion system is a major virulence factor required for intracellular multiplication. The Icm/Dot system allows the secretion of effectors into the cytoplasm of the host cell. These effectors modify host cell vesicular trafficking and prevent maturation of the phagosome. The innate immune response is crucial in restricting @gm$ L. pneumophila @/gm$ proliferation. TNF-alpha is one of the major cytokines involved in this process as it renders macrophages more resistant to L. pneumophila infection and induces apoptosis of @gm$ L. pneumophila @/gm$-infected macrophages. Tail-specific proteases (Tsp) are involved in tolerating thermal stress and in virulence. We have previously characterized the Tsp encoded by @gm$ L. pneumophila @/gm$, showing that it is important for surviving thermal stress and for infection of amoeba when a temperature change occurs during infection.	1
@gm$ Legionella pneumophila @/gm$ is a motile gram-negative bacterium that is the cause of a severe form of @di$ pneumonia @/di$ called Legionnaires' disease. Virulence of @gm$ Legionella @/gm$ depends on its capacity to replicate inside host macrophages. @gm$ Legionella @/gm$ utilizes a type IV secretion system (encoded by the dot/icm genes) to inject effector proteins into the cytosol of host cells. The secreted effector proteins (more than 30 of which have now been identified) direct the host cell to create a unique intracellular vacuole in which @gm$ Legionella @/gm$ can thrive and multiply.	1
@gm$ Legionella pneumophila @/gm$, which causes community-acquired pneumonia that requires hospitalization, is an opportunistic pathogen that is omnipresent in aquatic environments in which it replicates in free-living amoebae. @gm$ L. pneumophila @/gm$ pneumonia is strongly associated with high morbidity. Moreover, legionellosis is consistently reported as one of the top three most identified respiratory pathogens in community-acquired pneumonia, along with the hospital-acquired @di$ pneumonia @/di$.	1
@gm$ Leuconostoc citreum @/gm$ are Gram-positive, catalase-negative cocci, that belong to the family Lactobacillaceae. They are primarily known to be resistant to glycopeptides including vancomycin. The @gm$ Leuconostoc @/gm$ species have been recently identified to cause serious infections, including bacteremia, urinary tract infections, pneumonia, meningitis, endocarditis, liver and lung abscesses, @di$ peritonitis @/di$, and intra-abdominal infections. Reported cases of infections caused by the @gm$ Leuconostoc @/gm$ species are limited in the literature.	1
@gm$ Leuconostoc citreum @/gm$ are Gram-positive, catalase-negative cocci, that belong to the family Lactobacillaceae. They are primarily known to be resistant to glycopeptides including vancomycin. The Leuconostoc species have been recently identified to cause serious infections, including @di$ bacteremia @/di$, urinary tract infections, pneumonia, meningitis, endocarditis, liver and lung abscesses, peritonitis, and intra-abdominal infections.	1
@gm$ Leuconostoc citreum @/gm$ are Gram-positive, catalase-negative cocci, that belong to the family Lactobacillaceae. They are primarily known to be resistant to glycopeptides including vancomycin. The Leuconostoc species have been recently identified to cause serious infections, including bacteremia, @di$ urinary tract infections @/di$, pneumonia, meningitis, endocarditis, liver and lung abscesses, peritonitis, and intra-abdominal infections.	1
@gm$ Leuconostoc citreum @/gm$ are Gram-positive, catalase-negative cocci, that belong to the family Lactobacillaceae. They are primarily known to be resistant to glycopeptides including vancomycin. The Leuconostoc species have been recently identified to cause serious infections, including bacteremia, urinary tract infections, @di$ pneumonia @/di$, meningitis, endocarditis, liver and lung abscesses, peritonitis, and intra-abdominal infections.	1
@gm$ M. chelonae @/gm$ can cause lung disease, local cutaneous disease, @di$ osteomyelitis @/di$, joint infections and ocular disease.	1
@gm$ M. elsdenii @/gm$, which is capable of utilizing lactic acid in the rumen, is believed to be responsible for rumen health maintenace. In the present study, although @gm$ M. elsdenii @/gm$ administration did not significantly affect rumen score and liver score, it reduced the risk of livestock experiencing @di$ liver abscess @/di$ and the incidence of diarrhoea and bloat. This reduced risk of @di$ liver abscess @/di$ reflects a mutually beneficial rumen fermentation between @gm$ M. elsdenii @/gm$ and rumen microbes. Furthermore, Miller et al stated that livestock given commercial probiotic @gm$ M. elsdenii @/gm$ Lacticpro experienced a decrease in the incidence and severity of @di$ liver abscess @/di$, which indicated that @gm$ M. elsdenii @/gm$ was effective in preventing acidosis in cattle. Meanwhile, the number of cattle that experienced diarrhoea and bloat were lower following the @gm$ M. elsdenii @/gm$ supplementation. Administration of @gm$ M. elsdenii @/gm$ strain NCIMB 41125 was able to reduce morbidity or livestock experiencing health problems.	2
@gm$ M. kansasii @/gm$ belongs to the group photochromogens, and is a slow-growing acid-fast bacillus, being the second most common NTM infection in the United States after Mycobacterium avium complex (MAC). These organisms are generally isolated from treated water sources such as tap water, swimming pools and fish tanks, but have also been isolated from natural water sources as well. Cases in the US have most commonly been encountered in the southern and central regions of the country. The infection is acquired through the aerosol route, whereas most other NTM have also been reported to be acquired through inoculation or ingestion as well. Infections by @gm$ M. kansasii @/gm$ have been associated with heavy smoking and alcohol abuse. Other risk factors include @di$ COPD @/di$, previous gastrectomy, immunocompromised status, or a history of prior pulmonary TB. In patients with HIV, the incidence of M. kansasii infection rises with a CD4 count of <50/mm3. Clinically, @gm$ M. kansasii @/gm$ can affect multiple organs and systems, either individually or with disseminated disease. Pulmonary disease is the most common presentation of M. kansasii infection. It is usually seen in the form of chronic pulmonary cavitary lesions typically affecting the upper lobes of the lungs. Symptoms of pulmonary @gm$ M. kansasii @/gm$ typically resembles that of tuberculosis, often leading to misdiagnosis.	1
@gm$ Methanomassiliicoccus intestinalis @/gm$. Methanogens are emerging pathogens associated with @di$ brain and muscular abscesses @/di$.	1
@gm$ Methanomassiliicoccus intestinalis @/gm$. Methanogens are emerging pathogens associated with brain and muscular abscesses. They have been implicated in dysbiosis of the oral microbiota, @di$ periodontitis @/di$ and peri-implantitis.	1
@gm$ Methanomassiliicoccus intestinalis @/gm$. Methanogens are emerging pathogens associated with brain and muscular abscesses. They have been implicated in dysbiosis of the oral microbiota, periodontitis and @di$ peri-implantitis @/di$.	1
@gm$ Methanomassiliicoccus intestinalis @/gm$. Methanogens are emerging pathogens associated with brain and muscular abscesses. They have been implicated in dysbiosis of the oral microbiota, periodontitis and peri-implantitis. They have also been associated with dysbiosis of the digestive tract microbiota linked to metabolic disorders (@di$ anorexia @/di$, malnutrition and obesity) and with lesions of the digestive tract (colon cancer).	1
@gm$ Methanomassiliicoccus intestinalis @/gm$. Methanogens are emerging pathogens associated with brain and muscular abscesses. They have been implicated in dysbiosis of the oral microbiota, periodontitis and peri-implantitis. They have also been associated with dysbiosis of the digestive tract microbiota linked to metabolic disorders (anorexia, malnutrition and @di$ obesity @/di$) and with lesions of the digestive tract (colon cancer).	1
@gm$ Mycobacterium marinum @/gm$ is a waterborne @gm$ mycobacterium @/gm$ that commonly infects fish and amphibians worldwide, but transmission to humans can occasionally occur, typically as a granulomatous skin infection following minor hand trauma. Infection involving the lungs is very rare. We herein describe a case of @gm$ M. marinum @/gm$-associated pneumonia and pneumothorax. In August 2008, an 81-year-old man was admitted to a hospital for detailed examination of weight loss and an abnormal shadow on chest imaging. Based on a sputum test, nontuberculous mycobacteriosis caused by @gm$ M. marinum @/gm$ was diagnosed. At that time, the blood chemistry revealed no respiratory symptoms or inflammatory findings, and the patient was treated on an outpatient basis with erythromycin and an expectorant. In late November 2008, sputum and coughing were observed. Furthermore, the patient developed a @di$ fever @/di$ and chest pain that increased while breathing and he visited the emergency outpatient unit of our hospital on December 1. Hypoxemia, bilateral pneumonia, and right pneumothorax were observed, and a chest tube was inserted into the right thoracic cavity. Results of an acid-fast bacteria smear from the sputum and pleural effusion were positive, and @gm$ M. marinum @/gm$ was identified on culture. The patient was diagnosed as having a lung infection complicated by pneumothorax caused by @gm$ M. marinum @/gm$.	1
@gm$ Mycobacterium tuberculosis @/gm$ (MTB) is a pathogen that infects and kills millions yearly. The @gm$ mycobacterium @/gm$'s cell wall glycolipid trehalose 6,6'-dimycolate (TDM) has been used historically to model MTB induced inflammation and granuloma formation. Alterations to the model can significantly influence the induced pathology. One such method incorporates intraperitoneal pre-exposure, after which the intravenous injection of TDM generates pathological damage effectively mimicking the @di$ hypercoagulation @/di$, thrombus formation, and tissue remodeling apparent in lungs of infected individuals. The purpose of these experiments is to examine the histological inflammation involved in the TDM mouse model that induces development of the hemorrhagic response. TDM induced lungs of C57BL/6 mice to undergo granulomatous inflammation. Further histological examination of the peak response demonstrated tissue remodeling consistent with @di$ hypercoagulation @/di$. The observed vascular occlusion indicates that obstruction likely occurs due to subendothelial localized activity leading to restriction of blood vessel lumens. Trichrome staining revealed that associated damage in the @di$ hypercoagulation @/di$ model is consistent with intra endothelial cell accumulation of innate cells, bordered by collagen deposition in the underlying parenchyma. Overall, the @di$ hypercoagulation @/di$ model represents a comparative pathological instrument for understanding mechanisms underlying development of hemorrhage and vascular occlusion seen during MTB infection.	1
@gm$ Ornithobacterium rhinotracheale @/gm$ appears to have been the cause of respiratory disease in poultry since at least 1981, although its biochemical characteristics and phylogenetic position were not determined until the early 1990's. It is a global pathogen and has been isolated not only from turkeys and chickens but also a variety of other domesticated and wild birds, including chukar partridges, ducks, geese, guinea fowl, gulls, ostriches, partridges, pheasants, pigeons, quail, rooks, and falcons. A typing scheme based on the reaction of monospecific antisera with heat-extracted antigens has so far discriminated 18 serotypes of @gm$ O. rhinotracheale @/gm$, designated as A through R, although not all isolates are typeable. The most common clinical signs of disease related to @gm$ O. rhinotracheale @/gm$ are pneumonia, tracheitis, airsacculitis, @di$ sinusitis @/di$, and pericarditis.	1
@gm$ Ornithobacterium rhinotracheale @/gm$(ORT) causes @di$ respiratory infections @/di$, such as airsacculitis and pneumonia, in birds all over the world.	1
@gm$ Oscillibacter valericigenes @/gm$ produces valeric acid, an SCFA. Valeric acid has been reported to have an inhibitory effect on histone deacetylase (HDAC) isoforms implicated in a variety of disorders such as cancer, colitis, and @di$ cardiovascular and neurodegenerative diseases @/di$. In this study, @gm$ O. valericigenes @/gm$ showed a positive relationship with fiber consumption (Table 3).	2
@gm$ Oxalobacter formigenes @/gm$ is an anaerobic, commensal bacteria of the human colon that utilizes oxalate as its sole energy source. Controlled diet studies have shown that colonized individuals, estimated between 38-77% of the world's population, excrete significantly less oxalate than non-colonized individuals. Furthermore, lack of @gm$ O. formigenes @/gm$ colonization has been demonstrated to be a risk factor for both @di$ hyperoxaluria @/di$ and recurrent calcium oxalate stone disease but has not been studied as a therapy in the bariatric population. Our group has previously reported elevations in fecal fat and urinary oxalate in an obese rodent model of RYGB. We hypothesized that @gm$ O. formigenes @/gm$ colonization could reverse RYGB-associated @di$ hyperoxaluria @/di$ and examined the effect of @gm$ O. formigenes @/gm$ colonization on urinary oxalate excretion and intestinal oxalate transport in this established hyperoxaluric model.	2
@gm$ P. mendocina @/gm$ can infect both immunocompromised and immunocompetent hosts. Most of the reported @gm$ P. mendocina @/gm$-related infections occurred in immunocompetent adults with several comorbidities, as shown in Table 4. A few cases were reported in immunocompromised adults. Gani et al. reported bacteremia in a patient with resistant HIV/AIDS. Huang et al. reported meningitis in a patient with a history of diabetes mellitus type 2 and buccal cancer. Gupta et al. previously reported a wound infection in a patient with diabetes mellitus type 2 and a prolonged history of asthma and intermittent corticosteroid use. Our patient had a 10-year history of prostate cancer with bone metastases and was receiving treatment with abiraterone 1000 mg daily with an injection every three months and prednisone 5 mg daily. His immune system might be compromised due to his prostate cancer and treatment. It can be argued that @gm$ P. mendocina @/gm$ caused an opportunistic @di$ urinary tract infection @/di$ in our immunocompromised patient.	1
@gm$ P. micra @/gm$ is a fastidious, anaerobic, gram-positive coccus that is found in healthy human oral and gastrointestinal flora. Previous studies have reported that @gm$ P. micra @/gm$ is involved in @di$ lung abscesses @/di$, iliopsoas abscesses, gastric carcinogenesis and infections of the periodontal area, soft tissue, bone and joints. Currently, based on metagenomic or 16S RNA sequencing analysis, numerous studies have revealed the relationship between @gm$ P. micra @/gm$ and CRC. By analyzing the 16S rRNA gene sequence data of 509 fecal samples from ethnically different cohorts, including those from China and Austria, Yu et al observed that the detection rate and abundance of @gm$ P. micra @/gm$ were significantly higher in patients with CRC compared with controls, and these results were further validated using quantitative PCR (qPCR) in 309 subjects. By analyzing the metagenomics sequencing results from 778 (including 386 samples from patients with CRC and 392 controls) and 969 (meta-analysis of five publicly available databases and two new cohorts with validation of the findings of two additional cohorts) stool samples, two research groups discovered that CRC-related microbial markers, including @gm$ P. micra @/gm$, could be consistently detected among different populations, regardless of the detection techniques, diet, geographical environment, genetics and other factors. These results demonstrate that @gm$ P. micra @/gm$ has an important relationship with CRC, and may be involved in the development of CRC.	1
@gm$ P. micra @/gm$ is an anaerobic Gram-positive coccus and its diagnosis is often challenging because it is difficult to culture. Furthermore, its pathogenicity has not been studied extensively. A previous study reported that the strong proteolytic activity of @gm$ P. micra @/gm$ could be important in @di$ abscess @/di$ development. @gm$ P. micra @/gm$ forms hydrogen sulfide, which is cytotoxic, from glutathione, a tripeptide involved in intracellular defense against reactive oxygen metabolites.	1
@gm$ P. pentosaceus @/gm$ converts food into nutrients and promote mineral utilization. To the best of our knowledge, phytic acid is harmful to mineral bioavailability. Moreover, sourdough-derived @gm$ P. pentosaceus @/gm$ B3 and B11 and chicken intestine-derived @gm$ P. pentosaceus @/gm$ CFR R38 and R35 were able to degrade phytate and promote mineral bioavailability. Similarly, from among 60 strains of LAB from cereal- and pulse-based fermented mixtures, @gm$ P. pentosaceus @/gm$ CFR R123 not only significantly improved the availability of calcium but also reduced cholesterol and beta-galactosidase levels. @gm$ P. pentosaceus @/gm$ CFR R123 degraded 43% of phytate in one hour in an experiment designed by Raghavendra et al.. These phytate-degrading @gm$ P. pentosaceus @/gm$ have potential as nutritive food additives. In the model of grass carp sausages, @gm$ P. pentosaceus @/gm$ GY23 showed a proteolytic profile that was different from that of other LAB. With high proteolysis ability, Malaysian food-derived @gm$ P. pentosaceus @/gm$ UP-2 could produce 15 extracellular amino acids (AAs) for body nutrition or biological functions. Isolated from tempeh-fermented soybean cake, @gm$ P. pentosaceus @/gm$ TL-3 was confirmed to have the highest threonine and methionine production among LAB. gamma-Aminobutyric acid (GABA) is an amino acid that has been reported to ameliorate diabetes, @di$ hypertension @/di$, and even cancer development. There are several kinds of LAB that produce GABA, and @gm$ P. pentosaceus @/gm$ HN8, which was collected from Thai fermented pork sausage, is one such LAB. Moreover, one strain of @gm$ P. pentosaceus @/gm$ in Assam produced dextran, which is nonpoisonous and bioactive.	2
@gm$ Parvimonas micra @/gm$ (@gm$ P. micra @/gm$) is a member of GPAC normally found in the oral cavity, respiratory system, gastrointestinal tract (GIT), and the female genitourinary tract. Originally known as @gm$ Peptostreptococcus micros @/gm$, the organism was reclassified as @gm$ P. micra @/gm$ in 2006. @gm$ P. micra @/gm$ is one of the bacterial species most frequently isolated from infected root canals of teeth with chronic apical periodontitis. @gm$ P. micra @/gm$ has also been implicated in meningitis, @di$ cervical and brain abscess @/di$, infective endocarditis (IE), and spondylodiscitis. Recently, Badri et al. demonstrated that @gm$ P. micra @/gm$ was one of the most commonly isolated GPAC species and characteristics of Parvimonas spp. bacteremia (mostly @gm$ P. micra @/gm$) were discussed. However, due to historical difficulties with laboratory identification, there is a paucity of published data about the clinical characteristics or mortality due to bloodstream infection by @gm$ P. micra @/gm$.	1
