# ANI ranges report for assembly: GCA_000739375.1
# Submitted organism: Comamonas testosteroni TK102 (taxid = 1392005, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Comamonas brasiliensis (taxid = 1812482, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Status: MISASSIGNED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CP006704.1	CIRCULAR	1589893	1603600	6062703	JAANES010000001.1	90240	103960	GCA_018292285.1	Comamonas brasiliensis	96.6839	96	0.226104
S	CP006704.1	CIRCULAR	1603631	1603755	6062703	JAANES010000001.1	104100	104228	GCA_018292285.1	Comamonas brasiliensis	86.8217	96	0.00206179
-	CP006704.1	CIRCULAR	1603756	1604313	6062703	UFXL01000001.1	3870962	3871519	GCA_900461225.1	Comamonas testosteroni	89.4265	96	0.00920382
-	CP006704.1	CIRCULAR	1605438	1607131	6062703	UFXL01000001.1	3674891	3676584	GCA_900461225.1	Comamonas testosteroni	91.5094	96	0.0279413
S	CP006704.1	CIRCULAR	1607132	1611424	6062703	JAANES010000006.1	318250	322553	GCA_018292285.1	Comamonas brasiliensis	95.2624	96	0.07081
S	CP006704.1	CIRCULAR	1611535	1613970	6062703	JAANES010000006.1	315820	318249	GCA_018292285.1	Comamonas brasiliensis	94.2939	96	0.0401801
S	CP006704.1	CIRCULAR	1613971	1614635	6062703	JBFYGN010000044.1	12300	12961	GCA_041079535.1	Comamonas guangdongensis	96.8421	96	0.0109687
S	CP006704.1	CIRCULAR	1614750	1615402	6062703	JAANES010000006.1	179187	179839	GCA_018292285.1	Comamonas brasiliensis	94.9464	96	0.0107708
S	CP006704.1	CIRCULAR	1615751	1615878	6062703	JAANES010000001.1	106737	106864	GCA_018292285.1	Comamonas brasiliensis	95.3125	96	0.00211127
-	CP006704.1	CIRCULAR	1615879	1631515	6062703	UFXL01000001.1	1786684	1802305	GCA_900461225.1	Comamonas testosteroni	90.8338	96	0.257921
S	CP006704.1	CIRCULAR	1631516	1633093	6062703	JAANES010000001.1	122557	124159	GCA_018292285.1	Comamonas brasiliensis	95.446	96	0.026028
-	CP006704.1	CIRCULAR	1633094	1646911	6062703	UFXL01000001.1	1802551	1816371	GCA_900461225.1	Comamonas testosteroni	88.7729	96	0.227918
S	CP006704.1	CIRCULAR	1646912	1647032	6062703	JAANES010000001.1	137968	138075	GCA_018292285.1	Comamonas brasiliensis	77.686	96	0.00199581
-	CP006704.1	CIRCULAR	1647033	1647607	6062703	UFXL01000001.1	1817534	1818108	GCA_900461225.1	Comamonas testosteroni	89.4281	96	0.00948422
S	CP006704.1	CIRCULAR	1647608	1648195	6062703	JAANES010000001.1	138651	139230	GCA_018292285.1	Comamonas brasiliensis	92.1008	96	0.00969864
-	CP006704.1	CIRCULAR	1648196	1653328	6062703	UFXL01000001.1	1819598	1824730	GCA_900461225.1	Comamonas testosteroni	89.786	96	0.0846652
S	CP006704.1	CIRCULAR	1653329	1653459	6062703	JAANES010000001.1	144364	144494	GCA_018292285.1	Comamonas brasiliensis	96.1832	96	0.00216075
-	CP006704.1	CIRCULAR	1653460	1653825	6062703	UFXL01000001.1	1824908	1825273	GCA_900461225.1	Comamonas testosteroni	90.7104	96	0.00603691
S	CP006704.1	CIRCULAR	1653836	1681980	6062703	JAANES010000001.1	145000	173164	GCA_018292285.1	Comamonas brasiliensis	96.1892	96	0.464232
-	CP006704.1	CIRCULAR	1681981	1682935	6062703	UFXL01000001.1	1855548	1856516	GCA_900461225.1	Comamonas testosteroni	91.4345	96	0.015752
S	CP006704.1	CIRCULAR	1682936	1695931	6062703	JAANES010000001.1	175491	188471	GCA_018292285.1	Comamonas brasiliensis	96.5148	96	0.21436
-	CP006704.1	CIRCULAR	1699616	1702553	6062703	UFXL01000001.1	2172439	2175377	GCA_900461225.1	Comamonas testosteroni	94.9066	96	0.0484602
S	CP006704.1	CIRCULAR	1728231	1728744	6062703	CP066783.1	3875641	3876154	GCA_019186805.1	Comamonas fluminis	91.7824	96	0.00847807
S	CP006704.1	CIRCULAR	1728745	1728853	6062703	CP066783.1	4202630	4202738	GCA_019186805.1	Comamonas fluminis	91.7824	96	0.00179788
S	CP006704.1	CIRCULAR	1728854	1729093	6062703	CP066783.1	3874939	3875178	GCA_019186805.1	Comamonas fluminis	91.7824	96	0.00395863
T	CP006704.1	CIRCULAR	1730030	1730860	6062703	CP141274.1	3907768	3908598	GCA_040267515.1	Delftia lacustris	85.114	96	0.0137068
-	CP006704.1	CIRCULAR	1755718	1756674	6062703	UFXL01000001.1	2025078	2026034	GCA_900461225.1	Comamonas testosteroni	95.6204	96	0.015785
-	CP006704.1	CIRCULAR	1757521	1757779	6062703	AHIL01000043.1	712	971	GCA_000241525.2	Comamonas testosteroni	92.6923	96	0.00427202
-	CP006704.1	CIRCULAR	1757780	1759122	6062703	UFXL01000001.1	2986217	2987562	GCA_900461225.1	Comamonas testosteroni	95.0223	96	0.0221518
T	CP006704.1	CIRCULAR	1769597	1769947	6062703	CP160388.1	2106830	2107188	GCA_040732315.1	Alicycliphilus soli	81.8681	96	0.0057895
T	CP006704.1	CIRCULAR	1770207	1775755	6062703	CP002657.1	1645797	1651345	GCA_000204645.1	Alicycliphilus denitrificans	99.9275	96	0.0915268
T	CP006704.1	CIRCULAR	1775756	1776183	6062703	CP002657.1	1652669	1653096	GCA_000204645.1	Alicycliphilus denitrificans	99.9275	96	0.00705956
T	CP006704.1	CIRCULAR	1776184	1776633	6062703	CP002657.1	1655438	1655887	GCA_000204645.1	Alicycliphilus denitrificans	99.9275	96	0.00742243
T	CP006704.1	CIRCULAR	1776634	1777101	6062703	CP002657.1	1656933	1657400	GCA_000204645.1	Alicycliphilus denitrificans	99.9275	96	0.00771933
T	CP006704.1	CIRCULAR	1777105	1781660	6062703	BCTO01000021.1	159345	163864	GCA_001571325.1	Delftia tsuruhatensis	86.0674	98.5	0.075148
T	CP006704.1	CIRCULAR	1781669	1782718	6062703	BCTO01000021.1	158284	159336	GCA_001571325.1	Delftia tsuruhatensis	88.2414	98.5	0.017319
T	CP006704.1	CIRCULAR	1782719	1789303	6062703	BCTO01000035.1	16517	23154	GCA_001571325.1	Delftia tsuruhatensis	88.2414	98.5	0.108615
-	CP006704.1	CIRCULAR	1798731	1799879	6062703	AHIL01000044.1	9	1181	GCA_000241525.2	Comamonas testosteroni	85.2891	96	0.0189519
T	CP006704.1	CIRCULAR	1799880	1800674	6062703	CP021361.1	1119724	1120518	GCA_002157145.1	Acidovorax carolinensis	87.7039	96	0.013113
T	CP006704.1	CIRCULAR	1803967	1817564	6062703	CP002657.1	1682014	1695609	GCA_000204645.1	Alicycliphilus denitrificans	94.6566	96	0.224289
T	CP006704.1	CIRCULAR	1817565	1818245	6062703	CP141273.1	258666	259341	GCA_040267515.1	Delftia lacustris	96.6276	96	0.0112326
T	CP006704.1	CIRCULAR	1818246	1831477	6062703	CP002657.1	1696291	1709511	GCA_000204645.1	Alicycliphilus denitrificans	98.753	96	0.218252
S	CP006704.1	CIRCULAR	1831478	1853181	6062703	JAANES010000001.1	188477	210179	GCA_018292285.1	Comamonas brasiliensis	96.8553	96	0.357992
S	CP006704.1	CIRCULAR	1853285	1878584	6062703	JAANES010000001.1	213164	238493	GCA_018292285.1	Comamonas brasiliensis	96.5186	96	0.417306
-	CP006704.1	CIRCULAR	1878585	1878907	6062703	AHIL01000046.1	1	319	GCA_000241525.2	Comamonas testosteroni	97.2136	96	0.00532766
S	CP006704.1	CIRCULAR	1878908	1912121	6062703	JAANES010000001.1	238817	272027	GCA_018292285.1	Comamonas brasiliensis	96.8158	96	0.547841
-	CP006704.1	CIRCULAR	1912122	1913573	6062703	UFXL01000001.1	1955687	1957139	GCA_900461225.1	Comamonas testosteroni	80.643	96	0.0239497
T	CP006704.1	CIRCULAR	1921129	1921268	6062703	CP002657.1	403821	403960	GCA_000204645.1	Alicycliphilus denitrificans	94.2857	96	0.0023092
S	CP006704.1	CIRCULAR	1921356	1925601	6062703	LIOM01000020.1	30946	35190	GCA_001418295.1	Comamonas thiooxydans	91.6862	96	0.0700348
S	CP006704.1	CIRCULAR	1925657	1926759	6062703	LIOM01000020.1	35493	36596	GCA_001418295.1	Comamonas thiooxydans	91.4855	96	0.0181932
-	CP006704.1	CIRCULAR	1926760	1928418	6062703	UFXL01000001.1	1960570	1962233	GCA_900461225.1	Comamonas testosteroni	93.6336	96	0.027364
S	CP006704.1	CIRCULAR	1928419	1932023	6062703	LIOM01000020.1	38257	41891	GCA_001418295.1	Comamonas thiooxydans	83.4928	96	0.0594619
S	CP006704.1	CIRCULAR	1932024	1932307	6062703	CBCSIW010000036.1	2744	3027	GCA_965139575.1	Comamonas aquatilis	69.4444	96	0.00468438
S	CP006704.1	CIRCULAR	1934407	1934617	6062703	CBCSIW010000013.1	104078	104288	GCA_965139575.1	Comamonas aquatilis	74.1935	96	0.0034803
T	CP006704.1	CIRCULAR	1942708	1949682	6062703	CP141274.1	3797936	3804906	GCA_040267515.1	Delftia lacustris	80.0143	96	0.115048
S	CP006704.1	CIRCULAR	1952316	1957825	6062703	JAANES010000001.1	322717	328243	GCA_018292285.1	Comamonas brasiliensis	88.4698	96	0.0908836
S	CP006704.1	CIRCULAR	1957991	1959725	6062703	JAANES010000001.1	329752	331495	GCA_018292285.1	Comamonas brasiliensis	88.125	96	0.0286176
S	CP006704.1	CIRCULAR	1960703	1961190	6062703	JAANES010000001.1	331796	332290	GCA_018292285.1	Comamonas brasiliensis	88.6869	96	0.00804922
S	CP006704.1	CIRCULAR	1961703	1962524	6062703	JAANES010000001.1	334202	335021	GCA_018292285.1	Comamonas brasiliensis	90.2795	96	0.0135583
S	CP006704.1	CIRCULAR	1962613	1962995	6062703	JAANES010000001.1	335727	336109	GCA_018292285.1	Comamonas brasiliensis	88.7728	96	0.00631731
-	CP006704.1	CIRCULAR	1962996	1965456	6062703	UFXL01000001.1	3773912	3776372	GCA_900461225.1	Comamonas testosteroni	91.4703	96	0.0405925
-	CP006704.1	CIRCULAR	1965493	1965647	6062703	UFXL01000001.1	2024825	2024976	GCA_900461225.1	Comamonas testosteroni	87.0968	96	0.00255662
S	CP006704.1	CIRCULAR	1965648	1965852	6062703	JAANES010000001.1	338760	338963	GCA_018292285.1	Comamonas brasiliensis	85.4369	96	0.00338133
-	CP006704.1	CIRCULAR	1965853	1991859	6062703	UFXL01000001.1	2032911	2058936	GCA_900461225.1	Comamonas testosteroni	91.5498	96	0.428967
S	CP006704.1	CIRCULAR	1992072	2007373	6062703	JAANES010000001.1	365168	380461	GCA_018292285.1	Comamonas brasiliensis	96.4722	96	0.252396
S	CP006704.1	CIRCULAR	2007838	2011693	6062703	UIGV01000001.1	1442077	1445934	GCA_900461435.1	Comamonas terrigena	76.8008	96	0.063602
S	CP006704.1	CIRCULAR	2015011	2015804	6062703	CP125947.1	3198443	3199233	GCA_030064165.1	Comamonas resistens	93.1421	96	0.0130965
S	CP006704.1	CIRCULAR	2025668	2028075	6062703	JAANES010000001.1	383632	386067	GCA_018292285.1	Comamonas brasiliensis	90.1345	96	0.0397183
S	CP006704.1	CIRCULAR	2028284	2038163	6062703	JAANES010000001.1	311476	321362	GCA_018292285.1	Comamonas brasiliensis	93.918	96	0.162964
S	CP006704.1	CIRCULAR	2038171	2040870	6062703	JAANES010000001.1	285755	288451	GCA_018292285.1	Comamonas brasiliensis	92.4102	96	0.0445346
-	CP006704.1	CIRCULAR	2041297	2041613	6062703	UFXL01000001.1	610287	610593	GCA_900461225.1	Comamonas testosteroni	79.9373	96	0.00522869
S	CP006704.1	CIRCULAR	2041614	2042147	6062703	CP125947.1	499170	499703	GCA_030064165.1	Comamonas resistens	92.5094	96	0.00880795
S	CP006704.1	CIRCULAR	2042180	2046184	6062703	JAANES010000001.1	421532	425520	GCA_018292285.1	Comamonas brasiliensis	84.946	96	0.0660596
S	CP006704.1	CIRCULAR	2046185	2046439	6062703	JAANES010000001.1	426378	426632	GCA_018292285.1	Comamonas brasiliensis	84.946	96	0.00420604
S	CP006704.1	CIRCULAR	2046440	2046699	6062703	JAANES010000001.1	427272	427531	GCA_018292285.1	Comamonas brasiliensis	84.946	96	0.00428852
S	CP006704.1	CIRCULAR	2046788	2061919	6062703	JAANES010000001.1	429757	444867	GCA_018292285.1	Comamonas brasiliensis	92.6482	96	0.249592
-	CP006704.1	CIRCULAR	2061920	2064158	6062703	UFXL01000001.1	3244108	3246346	GCA_900461225.1	Comamonas testosteroni	87.8964	96	0.0369307
S	CP006704.1	CIRCULAR	2064159	2069910	6062703	JAANES010000001.1	447107	452859	GCA_018292285.1	Comamonas brasiliensis	95.6907	96	0.0948752
-	CP006704.1	CIRCULAR	2070135	2073592	6062703	UFXL01000001.1	2181126	2184587	GCA_900461225.1	Comamonas testosteroni	89.093	96	0.0570373
S	CP006704.1	CIRCULAR	2081796	2084566	6062703	JAANES010000001.1	471882	474657	GCA_018292285.1	Comamonas brasiliensis	75.8596	96	0.0457057
-	CP006704.1	CIRCULAR	2084567	2088992	6062703	UFXL01000001.1	2189784	2194208	GCA_900461225.1	Comamonas testosteroni	86.1774	96	0.0730037
S	CP006704.1	CIRCULAR	2088993	2095877	6062703	JAANES010000001.1	479087	485961	GCA_018292285.1	Comamonas brasiliensis	94.5507	96	0.113563
-	CP006704.1	CIRCULAR	2095878	2098946	6062703	UFXL01000001.1	2088568	2091640	GCA_900461225.1	Comamonas testosteroni	89.6753	96	0.050621
-	CP006704.1	CIRCULAR	2099031	2112842	6062703	UFXL01000001.1	2091882	2105724	GCA_900461225.1	Comamonas testosteroni	88.5692	96	0.227819
S	CP006704.1	CIRCULAR	2112843	2112948	6062703	JAANES010000001.1	502924	503001	GCA_018292285.1	Comamonas brasiliensis	64.1509	96	0.0017484
-	CP006704.1	CIRCULAR	2112949	2122174	6062703	UFXL01000001.1	2105751	2114981	GCA_900461225.1	Comamonas testosteroni	95.5067	96	0.152176
S	CP006704.1	CIRCULAR	2122175	2157914	6062703	JAANES010000001.1	512313	548096	GCA_018292285.1	Comamonas brasiliensis	96.2024	96	0.589506
S	CP006704.1	CIRCULAR	2157915	2159258	6062703	CP125947.1	4070120	4071457	GCA_030064165.1	Comamonas resistens	86.3603	96	0.0221683
T	CP006704.1	CIRCULAR	2160733	2162047	6062703	JBHSIH010000001.1	2034216	2035513	GCA_042653485.1	Delftia deserti	81.3343	96	0.02169
T	CP006704.1	CIRCULAR	2162087	2168883	6062703	CP141274.1	3647602	3654399	GCA_040267515.1	Delftia lacustris	87.897	96	0.112112
T	CP006704.1	CIRCULAR	2170653	2171797	6062703	CP141274.1	4247147	4248291	GCA_040267515.1	Delftia lacustris	79.3103	96	0.018886
T	CP006704.1	CIRCULAR	2172897	2173660	6062703	CP141273.1	254156	254920	GCA_040267515.1	Delftia lacustris	86.0677	96	0.0126016
S	CP006704.1	CIRCULAR	2173681	2173803	6062703	CP125947.1	4080099	4080222	GCA_030064165.1	Comamonas resistens	89.6	96	0.0020288
S	CP006704.1	CIRCULAR	2173886	2174381	6062703	CP125947.1	4080976	4081472	GCA_030064165.1	Comamonas resistens	92.8287	96	0.00818117
T	CP006704.1	CIRCULAR	2174387	2175270	6062703	JBHSIH010000001.1	280125	281008	GCA_042653485.1	Delftia deserti	92.5508	96	0.014581
T	CP006704.1	CIRCULAR	2175277	2177139	6062703	JBHSIH010000001.1	278258	280118	GCA_042653485.1	Delftia deserti	88.877	96	0.0307289
S	CP006704.1	CIRCULAR	2177142	2177382	6062703	CP125947.1	4084251	4084491	GCA_030064165.1	Comamonas resistens	92.5311	96	0.00397512
T	CP006704.1	CIRCULAR	2177383	2177576	6062703	JQKD01000017.1	83379	83574	GCA_000745855.1	Xenophilus azovorans	88.7755	96	0.00319989
T	CP006704.1	CIRCULAR	2177577	2177685	6062703	CP136921.1	120793	120906	GCA_033100095.1	Diaphorobacter limosus	88.5965	96	0.00179788
T	CP006704.1	CIRCULAR	2178216	2178336	6062703	BCTO01000021.1	119754	119874	GCA_001571325.1	Delftia tsuruhatensis	91.7355	98.5	0.00199581
T	CP006704.1	CIRCULAR	2178337	2180033	6062703	JBHSIH010000001.1	2031991	2033674	GCA_042653485.1	Delftia deserti	86.5116	96	0.0279908
T	CP006704.1	CIRCULAR	2180034	2180248	6062703	CP136921.1	1409597	1409806	GCA_033100095.1	Diaphorobacter limosus	81.4815	96	0.00354627
T	CP006704.1	CIRCULAR	2180317	2180958	6062703	JBHSIH010000001.1	2031114	2031757	GCA_042653485.1	Delftia deserti	80.7692	96	0.0105893
T	CP006704.1	CIRCULAR	2180959	2181451	6062703	CP016278.1	1633995	1634487	GCA_002214645.1	Diaphorobacter nitroreducens	85.1927	96	0.00813169
S	CP006704.1	CIRCULAR	2181458	2183080	6062703	CP125947.1	4088567	4090210	GCA_030064165.1	Comamonas resistens	87.6214	96	0.0267702
T	CP006704.1	CIRCULAR	2183081	2183193	6062703	JBHSIH010000001.1	272028	272092	GCA_042653485.1	Delftia deserti	46.087	96	0.00186386
T	CP006704.1	CIRCULAR	2183194	2183412	6062703	JQKD01000017.1	89185	89403	GCA_000745855.1	Xenophilus azovorans	88.1818	96	0.00361225
T	CP006704.1	CIRCULAR	2183413	2221906	6062703	BCTO01000078.1	1669	40192	GCA_001571325.1	Delftia tsuruhatensis	99.0301	98.5	0.634931
-	CP006704.1	CIRCULAR	2221907	2223254	6062703	UFXL01000001.1	2959557	2960896	GCA_900461225.1	Comamonas testosteroni	96.5134	96	0.0222343
T	CP006704.1	CIRCULAR	2223255	2223397	6062703	BCTO01000078.1	178	320	GCA_001571325.1	Delftia tsuruhatensis	100	98.5	0.00235868
S	CP006704.1	CIRCULAR	2223398	2223513	6062703	CBCSIW010000046.1	1490	1605	GCA_965139575.1	Comamonas aquatilis	98.2759	96	0.00191334
T	CP006704.1	CIRCULAR	2223560	2226177	6062703	BCTO01000054.1	21	2639	GCA_001571325.1	Delftia tsuruhatensis	99.9618	98.5	0.0431821
S	CP006704.1	CIRCULAR	2226178	2252053	6062703	JAANES010000001.1	548097	573954	GCA_018292285.1	Comamonas brasiliensis	96.6468	96	0.426806
-	CP006704.1	CIRCULAR	2252054	2252294	6062703	UFXL01000001.1	2245508	2245749	GCA_900461225.1	Comamonas testosteroni	77.8689	96	0.00397512
-	CP006704.1	CIRCULAR	2253400	2253860	6062703	UFXL01000001.1	2132785	2133233	GCA_900461225.1	Comamonas testosteroni	89.8707	96	0.00760387
S	CP006704.1	CIRCULAR	2253947	2254101	6062703	LIOM01000014.1	8006	8160	GCA_001418295.1	Comamonas thiooxydans	96.7742	96	0.00255662
-	CP006704.1	CIRCULAR	2254102	2254614	6062703	UFXL01000001.1	2134669	2135182	GCA_900461225.1	Comamonas testosteroni	88.7597	96	0.00846157
S	CP006704.1	CIRCULAR	2254615	2254728	6062703	LIOM01000014.1	8674	8785	GCA_001418295.1	Comamonas thiooxydans	74.5763	96	0.00188035
S	CP006704.1	CIRCULAR	2255192	2255379	6062703	JABBCQ020000009.1	112022	112209	GCA_012844455.2	Comamonas suwonensis	87.234	96	0.00310093
S	CP006704.1	CIRCULAR	2259146	2261099	6062703	JABBCQ020000009.1	104609	106562	GCA_012844455.2	Comamonas suwonensis	89.9949	96	0.0322298
T	CP006704.1	CIRCULAR	2261769	2263819	6062703	CP066006.1	1553258	1555298	GCA_016127415.1	Delftia acidovorans	79.8736	97	0.0338298
S	CP006704.1	CIRCULAR	2265270	2270195	6062703	CBCSIW010000018.1	82282	87193	GCA_965139575.1	Comamonas aquatilis	92.6444	96	0.0812509
S	CP006704.1	CIRCULAR	2270196	2270296	6062703	JAANES010000001.1	288452	288552	GCA_018292285.1	Comamonas brasiliensis	95.0495	96	0.00166592
-	CP006704.1	CIRCULAR	2271912	2274490	6062703	UFXL01000001.1	2261625	2264205	GCA_900461225.1	Comamonas testosteroni	92.7604	96	0.0425388
S	CP006704.1	CIRCULAR	2274491	2275000	6062703	JAANES010000001.1	576537	577039	GCA_018292285.1	Comamonas brasiliensis	87.7193	96	0.00841209
S	CP006704.1	CIRCULAR	2275547	2276025	6062703	JAANES010000001.1	577040	577501	GCA_018292285.1	Comamonas brasiliensis	86.7769	96	0.00790077
-	CP006704.1	CIRCULAR	2276026	2286046	6062703	UFXL01000001.1	2268098	2278113	GCA_900461225.1	Comamonas testosteroni	96.0184	96	0.165289
-	CP006704.1	CIRCULAR	2286075	2311189	6062703	UFXL01000001.1	2279045	2304213	GCA_900461225.1	Comamonas testosteroni	87.6986	96	0.414254
-	CP006704.1	CIRCULAR	2311250	2324646	6062703	UFXL01000001.1	2304242	2317659	GCA_900461225.1	Comamonas testosteroni	90.3365	96	0.220974
S	CP006704.1	CIRCULAR	2324647	2324765	6062703	JAANES010000001.1	625816	625930	GCA_018292285.1	Comamonas brasiliensis	69.0476	96	0.00196282
-	CP006704.1	CIRCULAR	2324766	2334918	6062703	UFXL01000001.1	2317776	2327926	GCA_900461225.1	Comamonas testosteroni	91.1898	96	0.167467
S	CP006704.1	CIRCULAR	2334919	2335264	6062703	JAANES010000001.1	636081	636425	GCA_018292285.1	Comamonas brasiliensis	95.0867	96	0.00570703
-	CP006704.1	CIRCULAR	2335265	2344587	6062703	UFXL01000001.1	2328307	2337645	GCA_900461225.1	Comamonas testosteroni	92.182	96	0.153776
S	CP006704.1	CIRCULAR	2344588	2344703	6062703	JAANES010000001.1	645759	645853	GCA_018292285.1	Comamonas brasiliensis	76.7241	96	0.00191334
-	CP006704.1	CIRCULAR	2344704	2353884	6062703	UFXL01000001.1	2337712	2346943	GCA_900461225.1	Comamonas testosteroni	93.2482	96	0.151434
S	CP006704.1	CIRCULAR	2353926	2365096	6062703	JAANES010000001.1	655118	666287	GCA_018292285.1	Comamonas brasiliensis	97.0549	96	0.184258
S	CP006704.1	CIRCULAR	2365097	2365229	6062703	LIOM01000012.1	86	244	GCA_001418295.1	Comamonas thiooxydans	69.8113	96	0.00219374
-	CP006704.1	CIRCULAR	2365230	2373946	6062703	UFXL01000001.1	2358465	2367198	GCA_900461225.1	Comamonas testosteroni	90.8311	96	0.143781
S	CP006704.1	CIRCULAR	2373947	2388179	6062703	JAANES010000001.1	679336	693545	GCA_018292285.1	Comamonas brasiliensis	96.6006	96	0.234763
S	CP006704.1	CIRCULAR	2388272	2436771	6062703	JAANES010000001.1	693546	742033	GCA_018292285.1	Comamonas brasiliensis	96.9087	96	0.799973
S	CP006704.1	CIRCULAR	2436831	2444420	6062703	JAANES010000001.1	742243	749844	GCA_018292285.1	Comamonas brasiliensis	95.3589	96	0.125192
S	CP006704.1	CIRCULAR	2444555	2448616	6062703	JAANES010000001.1	749928	753991	GCA_018292285.1	Comamonas brasiliensis	93.8405	96	0.0669998
-	CP006704.1	CIRCULAR	2448617	2450172	6062703	UFXL01000001.1	2445339	2446914	GCA_900461225.1	Comamonas testosteroni	92.1519	96	0.0256651
S	CP006704.1	CIRCULAR	2450173	2452148	6062703	JAANES010000001.1	755549	757524	GCA_018292285.1	Comamonas brasiliensis	96.315	96	0.0325927
-	CP006704.1	CIRCULAR	2452149	2470851	6062703	UFXL01000001.1	2448855	2467577	GCA_900461225.1	Comamonas testosteroni	92.2745	96	0.308493
S	CP006704.1	CIRCULAR	2470859	2473326	6062703	JAANES010000001.1	776387	778855	GCA_018292285.1	Comamonas brasiliensis	95.6258	96	0.0407079
S	CP006704.1	CIRCULAR	2473506	2473725	6062703	JAANES010000001.1	778895	779113	GCA_018292285.1	Comamonas brasiliensis	79.1855	96	0.00362874
-	CP006704.1	CIRCULAR	2473726	2479622	6062703	UFXL01000001.1	2079768	2085663	GCA_900461225.1	Comamonas testosteroni	92.511	96	0.0972668
S	CP006704.1	CIRCULAR	2479623	2481352	6062703	JAANES010000001.1	785011	786747	GCA_018292285.1	Comamonas brasiliensis	94.9914	96	0.0285351
-	CP006704.1	CIRCULAR	2481353	2490636	6062703	UFXL01000001.1	2467903	2477202	GCA_900461225.1	Comamonas testosteroni	91.2292	96	0.153133
S	CP006704.1	CIRCULAR	2490637	2497877	6062703	JAANES010000001.1	796023	803245	GCA_018292285.1	Comamonas brasiliensis	94.8675	96	0.119435
-	CP006704.1	CIRCULAR	2497878	2500354	6062703	UFXL01000001.1	2477640	2480118	GCA_900461225.1	Comamonas testosteroni	89.0323	96	0.0408564
S	CP006704.1	CIRCULAR	2500556	2500749	6062703	JAANES010000001.1	813926	814113	GCA_018292285.1	Comamonas brasiliensis	73.8462	96	0.00319989
-	CP006704.1	CIRCULAR	2500750	2511781	6062703	UFXL01000001.1	2480345	2491364	GCA_900461225.1	Comamonas testosteroni	94.0766	96	0.181965
-	CP006704.1	CIRCULAR	2511917	2534017	6062703	UFXL01000001.1	2491391	2513492	GCA_900461225.1	Comamonas testosteroni	93.6774	96	0.36454
-	CP006704.1	CIRCULAR	2534060	2535245	6062703	UFXL01000001.1	2513578	2514773	GCA_900461225.1	Comamonas testosteroni	93.311	96	0.0195622
S	CP006704.1	CIRCULAR	2535246	2537514	6062703	JAANES010000001.1	848491	850757	GCA_018292285.1	Comamonas brasiliensis	93.1308	96	0.0374256
-	CP006704.1	CIRCULAR	2537515	2562356	6062703	UFXL01000001.1	2517171	2542025	GCA_900461225.1	Comamonas testosteroni	93.3529	96	0.409751
S	CP006704.1	CIRCULAR	2562357	2567685	6062703	JAANES010000001.1	875558	880889	GCA_018292285.1	Comamonas brasiliensis	92.2822	96	0.0878981
S	CP006704.1	CIRCULAR	2567686	2573483	6062703	JAANES010000001.1	883176	888990	GCA_018292285.1	Comamonas brasiliensis	92.2822	96	0.0956339
S	CP006704.1	CIRCULAR	2573527	2581709	6062703	JAANES010000001.1	889097	897277	GCA_018292285.1	Comamonas brasiliensis	95.6755	96	0.134973
-	CP006704.1	CIRCULAR	2581710	2584758	6062703	UFXL01000001.1	2572327	2575377	GCA_900461225.1	Comamonas testosteroni	91.2574	96	0.0502911
S	CP006704.1	CIRCULAR	2584784	2595819	6062703	JAANES010000001.1	900405	911439	GCA_018292285.1	Comamonas brasiliensis	96.7669	96	0.182031
-	CP006704.1	CIRCULAR	2595848	2613129	6062703	UFXL01000001.1	2586646	2603943	GCA_900461225.1	Comamonas testosteroni	92.3197	96	0.285054
S	CP006704.1	CIRCULAR	2613130	2616035	6062703	JAANES010000001.1	928791	931686	GCA_018292285.1	Comamonas brasiliensis	90.3767	96	0.0479324
-	CP006704.1	CIRCULAR	2616036	2616683	6062703	UFXL01000001.1	4399167	4399815	GCA_900461225.1	Comamonas testosteroni	88.8393	96	0.0106883
-	CP006704.1	CIRCULAR	2616684	2617152	6062703	UFXL01000001.1	3888765	3889232	GCA_900461225.1	Comamonas testosteroni	88.8393	96	0.00773582
S	CP006704.1	CIRCULAR	2617186	2622080	6062703	JAANES010000001.1	950170	955063	GCA_018292285.1	Comamonas brasiliensis	93.8163	96	0.0807396
-	CP006704.1	CIRCULAR	2623350	2626034	6062703	UFXL01000001.1	3216518	3219199	GCA_900461225.1	Comamonas testosteroni	85.0985	96	0.0442872
