# ANI ranges report for assembly: GCA_002076835.1
# Submitted organism: Streptococcus pneumoniae (taxid = 1313, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Streptococcus pneumoniae (taxid = 1313, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP020549.1	CONTIG|CIRCULAR	733354	743228	2148350	JBRUDM010000003.1	64512	74386	GCA_053203845.1	Streptococcus pneumoniae	99.452	96	0.459655
-	CP020549.1	CONTIG|CIRCULAR	743229	767473	2148350	JBRUDM010000003.1	74493	98732	GCA_053203845.1	Streptococcus pneumoniae	99.452	96	1.12854
-	CP020549.1	CONTIG|CIRCULAR	767502	774435	2148350	JBRUDM010000003.1	102659	109613	GCA_053203845.1	Streptococcus pneumoniae	98.9935	96	0.322759
-	CP020549.1	CONTIG|CIRCULAR	774578	778420	2148350	JBRUDM010000003.1	109846	113684	GCA_053203845.1	Streptococcus pneumoniae	99.0886	96	0.178881
-	CP020549.1	CONTIG|CIRCULAR	778421	795529	2148350	JBRUDM010000003.1	114461	131570	GCA_053203845.1	Streptococcus pneumoniae	99.0886	96	0.796379
-	CP020549.1	CONTIG|CIRCULAR	795630	795812	2148350	LN831051.1	1838243	1838425	GCA_001457635.1	Streptococcus pneumoniae	100	96	0.00851817
-	CP020549.1	CONTIG|CIRCULAR	795813	796080	2148350	JBRUDM010000003.1	132555	132822	GCA_053203845.1	Streptococcus pneumoniae	98.7864	96	0.0124747
-	CP020549.1	CONTIG|CIRCULAR	796081	796224	2148350	JBRUDM010000011.1	34075	34218	GCA_053203845.1	Streptococcus pneumoniae	98.7864	96	0.00670282
-	CP020549.1	CONTIG|CIRCULAR	796225	796327	2148350	LN831051.1	1837726	1837830	GCA_001457635.1	Streptococcus pneumoniae	95.2381	96	0.00479438
-	CP020549.1	CONTIG|CIRCULAR	796835	797142	2148350	JBRUDM010000010.1	72172	72480	GCA_053203845.1	Streptococcus pneumoniae	79.1434	96	0.0143366
-	CP020549.1	CONTIG|CIRCULAR	797143	797364	2148350	JBRUDM010000002.1	80767	80981	GCA_053203845.1	Streptococcus pneumoniae	79.1434	96	0.0103335
S	CP020549.1	CONTIG|CIRCULAR	797365	797590	2148350	MWSM01000002.1	6492	6717	GCA_002087075.1	Streptococcus pseudopneumoniae	98.6726	96	0.0105197
-	CP020549.1	CONTIG|CIRCULAR	797591	797751	2148350	JBRUDM010000002.1	80380	80540	GCA_053203845.1	Streptococcus pneumoniae	99.3789	96	0.00749412
-	CP020549.1	CONTIG|CIRCULAR	797769	798807	2148350	JBRUDM010000003.1	133067	134105	GCA_053203845.1	Streptococcus pneumoniae	98.9413	96	0.0483627
-	CP020549.1	CONTIG|CIRCULAR	799272	808913	2148350	JBRUDM010000034.1	234	9883	GCA_053203845.1	Streptococcus pneumoniae	98.1347	96	0.44881
-	CP020549.1	CONTIG|CIRCULAR	809435	813461	2148350	JBRUDM010000034.1	9884	13910	GCA_053203845.1	Streptococcus pneumoniae	98.8309	96	0.187446
-	CP020549.1	CONTIG|CIRCULAR	813462	823886	2148350	JBRUDM010000037.1	220	10636	GCA_053203845.1	Streptococcus pneumoniae	98.8309	96	0.485256
-	CP020549.1	CONTIG|CIRCULAR	823988	832562	2148350	JBRUDM010000038.1	124	8698	GCA_053203845.1	Streptococcus pneumoniae	99.7132	96	0.399144
-	CP020549.1	CONTIG|CIRCULAR	832563	835843	2148350	JBRUDM010000043.1	127	3407	GCA_053203845.1	Streptococcus pneumoniae	99.7132	96	0.152722
-	CP020549.1	CONTIG|CIRCULAR	835997	847427	2148350	JBRUDM010000022.1	16929	28327	GCA_053203845.1	Streptococcus pneumoniae	99.2039	96	0.532083
-	CP020549.1	CONTIG|CIRCULAR	847428	847527	2148350	LN831051.1	1785886	1785985	GCA_001457635.1	Streptococcus pneumoniae	100	96	0.00465474
-	CP020549.1	CONTIG|CIRCULAR	847528	859935	2148350	JBRUDM010000022.1	2899	15293	GCA_053203845.1	Streptococcus pneumoniae	97.6308	96	0.57756
-	CP020549.1	CONTIG|CIRCULAR	860482	862112	2148350	JBRUDM010000022.1	1148	2778	GCA_053203845.1	Streptococcus pneumoniae	99.4482	96	0.0759187
S	CP020549.1	CONTIG|CIRCULAR	862113	862606	2148350	MWSM01000027.1	66640	67133	GCA_002087075.1	Streptococcus pseudopneumoniae	99.7976	96	0.0229944
S	CP020549.1	CONTIG|CIRCULAR	862607	863080	2148350	AICS01000199.1	16537	17010	GCA_000257825.1	Streptococcus pseudopneumoniae	98.9451	96	0.0220634
-	CP020549.1	CONTIG|CIRCULAR	863127	865242	2148350	JBRUDM010000045.1	1	2116	GCA_053203845.1	Streptococcus pneumoniae	99.51	96	0.0984942
-	CP020549.1	CONTIG|CIRCULAR	865243	865779	2148350	JBRUDM010000022.1	1	537	GCA_053203845.1	Streptococcus pneumoniae	99.51	96	0.0249959
-	CP020549.1	CONTIG|CIRCULAR	865780	866010	2148350	LN831051.1	1770892	1771122	GCA_001457635.1	Streptococcus pneumoniae	99.5671	96	0.0107524
-	CP020549.1	CONTIG|CIRCULAR	866011	879006	2148350	JBRUDM010000024.1	116	13164	GCA_053203845.1	Streptococcus pneumoniae	98.7666	96	0.604929
-	CP020549.1	CONTIG|CIRCULAR	879020	881618	2148350	JBRUDM010000024.1	13224	15840	GCA_053203845.1	Streptococcus pneumoniae	98.2423	96	0.120977
-	CP020549.1	CONTIG|CIRCULAR	881986	892822	2148350	JBRUDM010000024.1	16179	27013	GCA_053203845.1	Streptococcus pneumoniae	96.9367	96	0.504434
-	CP020549.1	CONTIG|CIRCULAR	892924	895467	2148350	JBRUDM010000024.1	27743	30286	GCA_053203845.1	Streptococcus pneumoniae	99.5283	96	0.118416
-	CP020549.1	CONTIG|CIRCULAR	895931	914109	2148350	JBRUDM010000031.1	362	18529	GCA_053203845.1	Streptococcus pneumoniae	97.8335	96	0.846184
S	CP020549.1	CONTIG|CIRCULAR	914110	914231	2148350	JAHXBZ010000001.1	80707	80828	GCA_019448275.1	Streptococcus humanilactis	92.623	96	0.00567878
-	CP020549.1	CONTIG|CIRCULAR	914232	919138	2148350	JBRUDM010000035.1	1013	5919	GCA_053203845.1	Streptococcus pneumoniae	98.2678	96	0.228408
S	CP020549.1	CONTIG|CIRCULAR	919139	919300	2148350	AP026968.1	1370247	1370407	GCA_037076355.1	Streptococcus parapneumoniae	93.8272	96	0.00754067
-	CP020549.1	CONTIG|CIRCULAR	919301	925084	2148350	JBRUDM010000035.1	8548	14361	GCA_053203845.1	Streptococcus pneumoniae	98.2151	96	0.26923
-	CP020549.1	CONTIG|CIRCULAR	925085	929802	2148350	JBRUDM010000019.1	538	5255	GCA_053203845.1	Streptococcus pneumoniae	98.2151	96	0.21961
-	CP020549.1	CONTIG|CIRCULAR	929803	929934	2148350	LN831051.1	1700663	1700794	GCA_001457635.1	Streptococcus pneumoniae	97.7273	96	0.00614425
-	CP020549.1	CONTIG|CIRCULAR	929935	946238	2148350	JBRUDM010000019.1	5256	21560	GCA_053203845.1	Streptococcus pneumoniae	99.5216	96	0.758908
-	CP020549.1	CONTIG|CIRCULAR	946701	956411	2148350	JBRUDM010000019.1	22140	31839	GCA_053203845.1	Streptococcus pneumoniae	99.5058	96	0.452021
-	CP020549.1	CONTIG|CIRCULAR	956512	961802	2148350	JBRUDM010000019.1	32506	37792	GCA_053203845.1	Streptococcus pneumoniae	99.3575	96	0.246282
-	CP020549.1	CONTIG|CIRCULAR	961965	966630	2148350	JBRUDM010000016.1	168	4832	GCA_053203845.1	Streptococcus pneumoniae	99.5499	96	0.21719
-	CP020549.1	CONTIG|CIRCULAR	966722	972360	2148350	JBRUDM010000016.1	4837	10487	GCA_053203845.1	Streptococcus pneumoniae	98.6553	96	0.262481
S	CP020549.1	CONTIG|CIRCULAR	972361	972461	2148350	RBCK01000001.1	568909	569009	GCA_003626515.1	Streptococcus chosunensis	86.1386	96	0.00470128
-	CP020549.1	CONTIG|CIRCULAR	972916	1002201	2148350	JBRUDM010000016.1	10510	39763	GCA_053203845.1	Streptococcus pneumoniae	98.9177	96	1.36319
S	CP020549.1	CONTIG|CIRCULAR	1002202	1002741	2148350	QEMY02000001.1	1179247	1179786	GCA_003143695.2	Streptococcus halitosis	97.5926	96	0.0251356
-	CP020549.1	CONTIG|CIRCULAR	1002742	1010485	2148350	JBRUDM010000026.1	11868	19608	GCA_053203845.1	Streptococcus pneumoniae	99.6643	96	0.360463
-	CP020549.1	CONTIG|CIRCULAR	1010779	1019380	2148350	JBRUDM010000026.1	19609	28211	GCA_053203845.1	Streptococcus pneumoniae	99.0818	96	0.4004
-	CP020549.1	CONTIG|CIRCULAR	1019481	1024925	2148350	JBRUDM010000033.1	12683	18145	GCA_053203845.1	Streptococcus pneumoniae	99.3044	96	0.25345
-	CP020549.1	CONTIG|CIRCULAR	1025475	1037174	2148350	JBRUDM010000033.1	126	11824	GCA_053203845.1	Streptococcus pneumoniae	99.3761	96	0.544604
-	CP020549.1	CONTIG|CIRCULAR	1037275	1040048	2148350	JBRUDM010000023.1	27204	29977	GCA_053203845.1	Streptococcus pneumoniae	99.3157	96	0.129122
-	CP020549.1	CONTIG|CIRCULAR	1040049	1064675	2148350	JBRUDM010000023.1	2472	27097	GCA_053203845.1	Streptococcus pneumoniae	99.3157	96	1.14632
-	CP020549.1	CONTIG|CIRCULAR	1064676	1065153	2148350	JBRUDM010000012.1	34614	35091	GCA_053203845.1	Streptococcus pneumoniae	99.3157	96	0.0222496
-	CP020549.1	CONTIG|CIRCULAR	1065154	1065331	2148350	JBRUDM010000001.1	35331	35508	GCA_053203845.1	Streptococcus pneumoniae	99.3157	96	0.00828543
-	CP020549.1	CONTIG|CIRCULAR	1065959	1073460	2148350	JBRUDM010000012.1	26231	33732	GCA_053203845.1	Streptococcus pneumoniae	99.1336	96	0.349198
-	CP020549.1	CONTIG|CIRCULAR	1073611	1076491	2148350	JBRUDM010000012.1	23349	26230	GCA_053203845.1	Streptococcus pneumoniae	99.1325	96	0.134103
-	CP020549.1	CONTIG|CIRCULAR	1076492	1076648	2148350	LN831051.1	1531097	1531254	GCA_001457635.1	Streptococcus pneumoniae	75.4491	96	0.00730793
S	CP020549.1	CONTIG|CIRCULAR	1076649	1076810	2148350	JPFZ01000009.1	627189	627350	GCA_000722775.1	Streptococcus mitis	79.6296	94	0.00754067
S	CP020549.1	CONTIG|CIRCULAR	1076904	1080674	2148350	MWSM01000002.1	47436	51218	GCA_002087075.1	Streptococcus pseudopneumoniae	87.8293	96	0.17553
-	CP020549.1	CONTIG|CIRCULAR	1080675	1080783	2148350	LN831051.1	1536079	1536187	GCA_001457635.1	Streptococcus pneumoniae	91.7431	96	0.00507366
S	CP020549.1	CONTIG|CIRCULAR	1080799	1080959	2148350	VFSH01000003.1	124342	124502	GCA_006385785.1	Streptococcus shenyangsis	95.0311	96	0.00749412
S	CP020549.1	CONTIG|CIRCULAR	1081292	1084983	2148350	CAOKTW010000001.1	157086	160780	GCA_948472335.1	Streptococcus bouchesdurhonensis	96.3203	96	0.171853
-	CP020549.1	CONTIG|CIRCULAR	1085359	1087902	2148350	LN831051.1	1361733	1364277	GCA_001457635.1	Streptococcus pneumoniae	98.194	96	0.118416
S	CP020549.1	CONTIG|CIRCULAR	1087903	1097018	2148350	CAOKTW010000001.1	166177	175292	GCA_948472335.1	Streptococcus bouchesdurhonensis	96.731	96	0.424326
S	CP020549.1	CONTIG|CIRCULAR	1097019	1105208	2148350	QEMY02000003.1	54336	62507	GCA_003143695.2	Streptococcus halitosis	95.8252	96	0.381223
S	CP020549.1	CONTIG|CIRCULAR	1109111	1111870	2148350	CAOKTW010000001.1	190301	193060	GCA_948472335.1	Streptococcus bouchesdurhonensis	96.4493	96	0.128471
-	CP020549.1	CONTIG|CIRCULAR	1111871	1113149	2148350	JBRUDM010000016.1	40299	41574	GCA_053203845.1	Streptococcus pneumoniae	93.5938	96	0.0595341
S	CP020549.1	CONTIG|CIRCULAR	1117756	1118378	2148350	JAHXBZ010000001.1	302642	303264	GCA_019448275.1	Streptococcus humanilactis	96.6292	96	0.028999
S	CP020549.1	CONTIG|CIRCULAR	1118379	1121389	2148350	CAOKTW010000001.1	123913	126916	GCA_948472335.1	Streptococcus bouchesdurhonensis	91.9349	96	0.140154
S	CP020549.1	CONTIG|CIRCULAR	1121390	1121556	2148350	JAHXBZ010000001.1	306267	306433	GCA_019448275.1	Streptococcus humanilactis	89.8204	96	0.00777341
-	CP020549.1	CONTIG|CIRCULAR	1121557	1138875	2148350	JBRUDM010000012.1	1273	18584	GCA_053203845.1	Streptococcus pneumoniae	98.7554	96	0.806154
-	CP020549.1	CONTIG|CIRCULAR	1138876	1139702	2148350	JBRUDM010000012.1	213	1030	GCA_053203845.1	Streptococcus pneumoniae	98.7554	96	0.0384947
-	CP020549.1	CONTIG|CIRCULAR	1139803	1139962	2148350	LN831051.1	1567294	1567453	GCA_001457635.1	Streptococcus pneumoniae	99.375	96	0.00744758
-	CP020549.1	CONTIG|CIRCULAR	1139963	1148768	2148350	JBRUDM010000030.1	10956	19811	GCA_053203845.1	Streptococcus pneumoniae	98.8822	96	0.409896
-	CP020549.1	CONTIG|CIRCULAR	1148769	1154989	2148350	LN831051.1	1576310	1582537	GCA_001457635.1	Streptococcus pneumoniae	94.6668	96	0.289571
-	CP020549.1	CONTIG|CIRCULAR	1154990	1158591	2148350	LN831051.1	1583578	1587179	GCA_001457635.1	Streptococcus pneumoniae	94.6668	96	0.167664
-	CP020549.1	CONTIG|CIRCULAR	1158692	1169044	2148350	JBRUDM010000008.1	214	10566	GCA_053203845.1	Streptococcus pneumoniae	98.8217	96	0.481905
-	CP020549.1	CONTIG|CIRCULAR	1169045	1183121	2148350	JBRUDM010000008.1	13855	27944	GCA_053203845.1	Streptococcus pneumoniae	98.8217	96	0.655247
-	CP020549.1	CONTIG|CIRCULAR	1183514	1213352	2148350	JBRUDM010000008.1	28064	57931	GCA_053203845.1	Streptococcus pneumoniae	98.226	96	1.38893
-	CP020549.1	CONTIG|CIRCULAR	1213353	1213532	2148350	LN831051.1	1422238	1422417	GCA_001457635.1	Streptococcus pneumoniae	96.6667	96	0.00837852
-	CP020549.1	CONTIG|CIRCULAR	1213533	1219741	2148350	JBRUDM010000008.1	57932	64180	GCA_053203845.1	Streptococcus pneumoniae	98.6558	96	0.289012
-	CP020549.1	CONTIG|CIRCULAR	1219843	1236638	2148350	JBRUDM010000008.1	64181	80966	GCA_053203845.1	Streptococcus pneumoniae	99.2499	96	0.781809
S	CP020549.1	CONTIG|CIRCULAR	1236639	1236762	2148350	CAOKTW010000003.1	4776	4905	GCA_948472335.1	Streptococcus bouchesdurhonensis	83.9695	96	0.00577187
-	CP020549.1	CONTIG|CIRCULAR	1236763	1238385	2148350	JBRUDM010000008.1	80999	82621	GCA_053203845.1	Streptococcus pneumoniae	91.4409	96	0.0755463
-	CP020549.1	CONTIG|CIRCULAR	1238409	1240695	2148350	JBRUDM010000008.1	82749	85035	GCA_053203845.1	Streptococcus pneumoniae	93.9659	96	0.106454
S	CP020549.1	CONTIG|CIRCULAR	1240699	1245675	2148350	CAOKTW010000007.1	127303	132273	GCA_948472335.1	Streptococcus bouchesdurhonensis	99.8192	96	0.231666
S	CP020549.1	CONTIG|CIRCULAR	1246000	1255204	2148350	CAOKTW010000007.1	118099	127300	GCA_948472335.1	Streptococcus bouchesdurhonensis	99.6851	96	0.428468
S	CP020549.1	CONTIG|CIRCULAR	1256705	1257919	2148350	AP026968.1	623280	624494	GCA_037076355.1	Streptococcus parapneumoniae	99.0947	96	0.056555
S	CP020549.1	CONTIG|CIRCULAR	1258053	1261899	2148350	CAOKTW010000007.1	114252	118098	GCA_948472335.1	Streptococcus bouchesdurhonensis	99.7921	96	0.179068
-	CP020549.1	CONTIG|CIRCULAR	1261905	1262004	2148350	JBRUDM010000008.1	85036	85135	GCA_053203845.1	Streptococcus pneumoniae	96	96	0.00465474
S	CP020549.1	CONTIG|CIRCULAR	1262005	1263480	2148350	JPFZ01000009.1	615380	616854	GCA_000722775.1	Streptococcus mitis	95.193	94	0.0687039
-	CP020549.1	CONTIG|CIRCULAR	1263569	1268155	2148350	JBRUDM010000008.1	86799	91385	GCA_053203845.1	Streptococcus pneumoniae	97.5583	96	0.213513
-	CP020549.1	CONTIG|CIRCULAR	1268156	1269342	2148350	LN831051.1	1387721	1388907	GCA_001457635.1	Streptococcus pneumoniae	99.1575	96	0.0552517
-	CP020549.1	CONTIG|CIRCULAR	1269343	1273789	2148350	JBRUDM010000008.1	91421	95852	GCA_053203845.1	Streptococcus pneumoniae	98.2523	96	0.206996
-	CP020549.1	CONTIG|CIRCULAR	1273790	1274034	2148350	JBRUDM010000008.1	96115	96359	GCA_053203845.1	Streptococcus pneumoniae	98.2523	96	0.0114041
-	CP020549.1	CONTIG|CIRCULAR	1274133	1274280	2148350	LN831051.1	1240160	1240307	GCA_001457635.1	Streptococcus pneumoniae	97.2973	96	0.00688901
-	CP020549.1	CONTIG|CIRCULAR	1274791	1276965	2148350	JBRUDM010000008.1	96970	99143	GCA_053203845.1	Streptococcus pneumoniae	98.5287	96	0.10124
-	CP020549.1	CONTIG|CIRCULAR	1277027	1277999	2148350	JBRUDM010000025.1	28786	29759	GCA_053203845.1	Streptococcus pneumoniae	97.9466	96	0.0452906
-	CP020549.1	CONTIG|CIRCULAR	1278103	1278215	2148350	JBRUDM010000007.1	1418	1530	GCA_053203845.1	Streptococcus pneumoniae	99.115	96	0.00525985
-	CP020549.1	CONTIG|CIRCULAR	1279718	1280642	2148350	JBRUDM010000025.1	14102	15026	GCA_053203845.1	Streptococcus pneumoniae	87.6837	96	0.0430563
-	CP020549.1	CONTIG|CIRCULAR	1280643	1280791	2148350	JBRUDM010000002.1	81295	81443	GCA_053203845.1	Streptococcus pneumoniae	87.6837	96	0.00693556
-	CP020549.1	CONTIG|CIRCULAR	1280792	1280938	2148350	JBRUDM010000025.1	15176	15322	GCA_053203845.1	Streptococcus pneumoniae	87.6837	96	0.00684246
-	CP020549.1	CONTIG|CIRCULAR	1280939	1281145	2148350	JBRUDM010000002.1	81591	81797	GCA_053203845.1	Streptococcus pneumoniae	87.6837	96	0.0096353
S	CP020549.1	CONTIG|CIRCULAR	1281178	1281354	2148350	CAOKTW010000001.1	162461	162637	GCA_948472335.1	Streptococcus bouchesdurhonensis	97.7401	96	0.00823888
S	CP020549.1	CONTIG|CIRCULAR	1299730	1300193	2148350	QEMY02000003.1	72198	72661	GCA_003143695.2	Streptococcus halitosis	93.9655	96	0.021598
-	CP020549.1	CONTIG|CIRCULAR	1300298	1303343	2148350	JBRUDM010000025.1	10684	13730	GCA_053203845.1	Streptococcus pneumoniae	99.4675	96	0.141783
-	CP020549.1	CONTIG|CIRCULAR	1303344	1304991	2148350	JBRUDM010000025.1	5173	6820	GCA_053203845.1	Streptococcus pneumoniae	99.4675	96	0.07671
-	CP020549.1	CONTIG|CIRCULAR	1305621	1305857	2148350	JBRUDM010000025.1	4783	5019	GCA_053203845.1	Streptococcus pneumoniae	97.0464	96	0.0110317
S	CP020549.1	CONTIG|CIRCULAR	1305858	1306312	2148350	CAOKTW010000001.1	160927	161384	GCA_948472335.1	Streptococcus bouchesdurhonensis	93.0131	96	0.021179
-	CP020549.1	CONTIG|CIRCULAR	1306313	1306432	2148350	JBRUDM010000025.1	4208	4327	GCA_053203845.1	Streptococcus pneumoniae	99.1667	96	0.00558568
-	CP020549.1	CONTIG|CIRCULAR	1306627	1309278	2148350	JBRUDM010000025.1	125	2776	GCA_053203845.1	Streptococcus pneumoniae	99.4344	96	0.123444
-	CP020549.1	CONTIG|CIRCULAR	1309679	1377107	2148350	JBRUDM010000007.1	48081	115471	GCA_053203845.1	Streptococcus pneumoniae	99.035	96	3.13864
-	CP020549.1	CONTIG|CIRCULAR	1377565	1378716	2148350	JBRUDM010000007.1	46781	47918	GCA_053203845.1	Streptococcus pneumoniae	98.1771	96	0.0536225
-	CP020549.1	CONTIG|CIRCULAR	1379146	1382615	2148350	JBRUDM010000007.1	43149	46617	GCA_053203845.1	Streptococcus pneumoniae	99.5766	96	0.161519
-	CP020549.1	CONTIG|CIRCULAR	1382616	1407476	2148350	JBRUDM010000007.1	7895	32767	GCA_053203845.1	Streptococcus pneumoniae	99.5766	96	1.15721
-	CP020549.1	CONTIG|CIRCULAR	1407510	1407650	2148350	LN831051.1	1246992	1247132	GCA_001457635.1	Streptococcus pneumoniae	100	96	0.00656318
-	CP020549.1	CONTIG|CIRCULAR	1407651	1414034	2148350	JBRUDM010000007.1	1531	7894	GCA_053203845.1	Streptococcus pneumoniae	99.0602	96	0.297158
-	CP020549.1	CONTIG|CIRCULAR	1414136	1417934	2148350	JBRUDM010000027.1	18247	22044	GCA_053203845.1	Streptococcus pneumoniae	99.4472	96	0.176833
-	CP020549.1	CONTIG|CIRCULAR	1417935	1418090	2148350	LN831051.1	1235866	1236024	GCA_001457635.1	Streptococcus pneumoniae	96.8553	96	0.00726139
-	CP020549.1	CONTIG|CIRCULAR	1418091	1420634	2148350	JBRUDM010000027.1	15661	18246	GCA_053203845.1	Streptococcus pneumoniae	97.2179	96	0.118416
-	CP020549.1	CONTIG|CIRCULAR	1421187	1436236	2148350	JBRUDM010000027.1	292	15342	GCA_053203845.1	Streptococcus pneumoniae	99.5216	96	0.700538
-	CP020549.1	CONTIG|CIRCULAR	1436337	1436637	2148350	JBRUDM010000029.1	607	907	GCA_053203845.1	Streptococcus pneumoniae	97.3422	96	0.0140108
S	CP020549.1	CONTIG|CIRCULAR	1436638	1436737	2148350	CAOKTW010000002.1	395545	395645	GCA_948472335.1	Streptococcus bouchesdurhonensis	96.0396	96	0.00465474
-	CP020549.1	CONTIG|CIRCULAR	1436738	1437286	2148350	JBRUDM010000029.1	1007	1592	GCA_053203845.1	Streptococcus pneumoniae	92.6621	96	0.0255545
S	CP020549.1	CONTIG|CIRCULAR	1437287	1437435	2148350	CAOKTW010000002.1	394810	394958	GCA_948472335.1	Streptococcus bouchesdurhonensis	97.9866	96	0.00693556
-	CP020549.1	CONTIG|CIRCULAR	1437935	1456127	2148350	JBRUDM010000029.1	1976	20175	GCA_053203845.1	Streptococcus pneumoniae	97.9785	96	0.846836
-	CP020549.1	CONTIG|CIRCULAR	1456148	1462387	2148350	JBRUDM010000002.1	151773	158010	GCA_053203845.1	Streptococcus pneumoniae	98.4578	96	0.290455
-	CP020549.1	CONTIG|CIRCULAR	1462388	1467167	2148350	JBRUDM010000002.1	146861	151641	GCA_053203845.1	Streptococcus pneumoniae	98.4578	96	0.222496
-	CP020549.1	CONTIG|CIRCULAR	1467168	1468485	2148350	LN831051.1	1185026	1186342	GCA_001457635.1	Streptococcus pneumoniae	99.6206	96	0.0613494
-	CP020549.1	CONTIG|CIRCULAR	1468486	1509747	2148350	JBRUDM010000002.1	95503	136749	GCA_053203845.1	Streptococcus pneumoniae	98.7183	96	1.92064
S	CP020549.1	CONTIG|CIRCULAR	1509848	1510006	2148350	CAOKTW010000008.1	6983	7137	GCA_948472335.1	Streptococcus bouchesdurhonensis	94.3396	96	0.00740103
-	CP020549.1	CONTIG|CIRCULAR	1510007	1522720	2148350	JBRUDM010000002.1	81800	94505	GCA_053203845.1	Streptococcus pneumoniae	98.0347	96	0.591803
-	CP020549.1	CONTIG|CIRCULAR	1522823	1534999	2148350	JBRUDM010000002.1	68203	80379	GCA_053203845.1	Streptococcus pneumoniae	98.9571	96	0.566807
-	CP020549.1	CONTIG|CIRCULAR	1535081	1544875	2148350	JBRUDM010000002.1	58397	68202	GCA_053203845.1	Streptococcus pneumoniae	99.3372	96	0.455931
-	CP020549.1	CONTIG|CIRCULAR	1544960	1559537	2148350	JBRUDM010000002.1	42510	57066	GCA_053203845.1	Streptococcus pneumoniae	99.5542	96	0.678567
-	CP020549.1	CONTIG|CIRCULAR	1559836	1566269	2148350	JBRUDM010000002.1	36074	42509	GCA_053203845.1	Streptococcus pneumoniae	99.2697	96	0.299486
-	CP020549.1	CONTIG|CIRCULAR	1566383	1597970	2148350	JBRUDM010000002.1	4483	36073	GCA_053203845.1	Streptococcus pneumoniae	98.2059	96	1.47034
-	CP020549.1	CONTIG|CIRCULAR	1598595	1602751	2148350	JBRUDM010000002.1	167	4323	GCA_053203845.1	Streptococcus pneumoniae	99.5429	96	0.193497
-	CP020549.1	CONTIG|CIRCULAR	1603069	1629183	2148350	JBRUDM010000014.1	30335	56432	GCA_053203845.1	Streptococcus pneumoniae	97.4049	96	1.21558
-	CP020549.1	CONTIG|CIRCULAR	1629184	1629460	2148350	LN831051.1	1033938	1034214	GCA_001457635.1	Streptococcus pneumoniae	100	96	0.0128936
-	CP020549.1	CONTIG|CIRCULAR	1629461	1638103	2148350	JBRUDM010000014.1	21691	30334	GCA_053203845.1	Streptococcus pneumoniae	99.2133	96	0.402309
-	CP020549.1	CONTIG|CIRCULAR	1638676	1650435	2148350	JBRUDM010000014.1	9307	21066	GCA_053203845.1	Streptococcus pneumoniae	99.4728	96	0.547397
S	CP020549.1	CONTIG|CIRCULAR	1650436	1650729	2148350	MWSM01000023.1	30850	31143	GCA_002087075.1	Streptococcus pseudopneumoniae	99.3197	96	0.0136849
-	CP020549.1	CONTIG|CIRCULAR	1650730	1653038	2148350	JBRUDM010000014.1	6909	9216	GCA_053203845.1	Streptococcus pneumoniae	98.181	96	0.107478
S	CP020549.1	CONTIG|CIRCULAR	1653039	1653270	2148350	LWCF01000036.1	496948	497181	GCA_001639375.1	Streptococcus oralis	88.8889	94	0.010799
-	CP020549.1	CONTIG|CIRCULAR	1653271	1655803	2148350	JBRUDM010000014.1	4355	6886	GCA_053203845.1	Streptococcus pneumoniae	98.6577	96	0.117904
-	CP020549.1	CONTIG|CIRCULAR	1655804	1655993	2148350	LN831051.1	1008300	1008503	GCA_001457635.1	Streptococcus pneumoniae	92.6471	96	0.008844
-	CP020549.1	CONTIG|CIRCULAR	1655994	1660142	2148350	JBRUDM010000014.1	1	4148	GCA_053203845.1	Streptococcus pneumoniae	99.4228	96	0.193125
-	CP020549.1	CONTIG|CIRCULAR	1660143	1661537	2148350	JBRUDM010000005.1	124875	126269	GCA_053203845.1	Streptococcus pneumoniae	99.4228	96	0.0649336
-	CP020549.1	CONTIG|CIRCULAR	1662136	1675995	2148350	LN831051.1	988807	1002663	GCA_001457635.1	Streptococcus pneumoniae	98.7952	96	0.645146
-	CP020549.1	CONTIG|CIRCULAR	1676950	1677429	2148350	LN831051.1	988257	988736	GCA_001457635.1	Streptococcus pneumoniae	84.5361	96	0.0223427
-	CP020549.1	CONTIG|CIRCULAR	1678340	1680489	2148350	LN831051.1	985200	987349	GCA_001457635.1	Streptococcus pneumoniae	96	96	0.100077
S	CP020549.1	CONTIG|CIRCULAR	1681072	1681173	2148350	JPFZ01000010.1	155061	155162	GCA_000722775.1	Streptococcus mitis	83.3333	94	0.00474783
S	CP020549.1	CONTIG|CIRCULAR	1681174	1682224	2148350	VFJA01000001.1	373942	374992	GCA_006385165.1	Streptococcus symci	91.627	96	0.0489213
